Number of installed apps: 318
Name=Microsoft Azure Authoring Tools - v2.9.6, Version=2.9.8899.26, Publisher=Microsoft Corporation
Name=Epic Games Launcher Prerequisites (x64), Version=1.0.0.0, Publisher=Epic Games, Inc.
Name=Microsoft ASP.NET Core Module for IIS Express, Version=12.2.18292.0, Publisher=Microsoft Corporation
Name=Microsoft .NET Core 5.0 Templates 5.0.400 (x64), Version=20.3.57386, Publisher=Microsoft Corporation
Name=Microsoft ASP.NET Core Module V2 for IIS Express, Version=13.1.20087.0, Publisher=Microsoft Corporation
Name=Microsoft ASP.NET Core 3.1.10 Targeting Pack (x64), Version=3.1.10.20520, Publisher=Microsoft Corporation
Name=RingCentral, Version=21.3.30, Publisher=RingCentral
Name=Burp Suite Community Edition 2021.3.1, Version=2021.3.1, Publisher=PortSwigger Web Security
Name=Cisco Webex Meetings, Version=41.2.4, Publisher=Cisco Webex LLC
Name=balenaEtcher 1.5.122, Version=1.5.122, Publisher=Balena Inc.
Name=Discord, Version=0.0.309, Publisher=Discord Inc.
Name=GitHub Desktop, Version=2.7.1, Publisher=GitHub, Inc.
Name=GoToMeeting 10.17.0.19796, Version=10.17.0.19796, Publisher=LogMeIn, Inc.
Name=Microsoft OneDrive, Version=21.170.0822.0002, Publisher=Microsoft Corporation
Name=Slack, Version=4.19.0, Publisher=Slack Technologies Inc.
Name=Microsoft Teams, Version=1.4.00.11161, Publisher=Microsoft Corporation
Name=WinDirStat 1.1.2, Version=undefined, Publisher=undefined
Name=Zoho Assist, Version=111.0.3.150, Publisher=Zoho Corporation
Name=Zoom, Version=5.7.4 (804), Publisher=Zoom Video Communications, Inc.
Name=Microsoft Visual Studio Code (User), Version=1.57.1, Publisher=Microsoft Corporation
